tweet_id,customer_text,agent_reply,sampling_bucket,intent,route,route_reason,reply_grounded,notes,annotation_source
1524417,@SpotifyCares Yeah no problem.,@473575 Great! We'll keep an eye out for your reply /JP,other,other,auto_handle,Human-approved label recorded after explicit review.,yes,Human-approved label.,human_reviewed
2034237,"@117153 I miss the feature when you held down on a song, &amp; could hear a preview of the song. That's what made spotify stick out to me","@601467 Hey, sorry to hear you feel that way. We have more info about this at https://t.co/pXBCq8GlsI. Give us a shout if you have any questions /JE",other,complaint_feedback,auto_handle,Human-approved label recorded after explicit review.,yes,Human-approved label.,human_reviewed
1780180,@115888 how will the presale work for Jhene?,@534846 Hey! Pre-sale codes are being sent out by email to some of Jhene Aiko's biggest fans on Spotify. Hopefully you're one of them /SJ,other,information_request,auto_handle,Human-approved label recorded after explicit review.,yes,Human-approved label.,human_reviewed
2562462,Hey @115888 @SpotifyCares Are you going to update your website or app so I can update my payment options?! The websites keeps crashing every time I click on the LOG IN button. Even clicked on the SPOTIFY PREMIUM FREE TRIAL option and it crashed. Please fix this soon!,"@727191 Hey there, help's here! Does using a different browser help? You might also want to try using an incognito window. Let us know how it goes /KL",billing_payment,account_access,escalate,Human-approved label recorded after explicit review.,partly,Human-approved label.,human_reviewed
2210900,IS REPUTATION NOT ON SPOTIFY,"@646211 Hey Sam! Fingers crossed we'll be able to have it soon, but there's info about Spotify content here: https://t.co/0i8GpimuDa /DD",other,information_request,auto_handle,Human-approved label recorded after explicit review.,yes,Human-approved label.,human_reviewed
1380853,"@SpotifyCares Why Spotify forces me to buy family premium? 
I want to use as individual monthly. There was an attack on my account, therefore, my payment info removed from my account now I want to buy again but these are my only options. https://t.co/HMSL6NRoM4",@441416 Hey Koray! Can you DM us your account's username or email address? We'll check backstage /NG https://t.co/ldFdZRiNAt,billing_payment,account_access,escalate,Human-approved label recorded after explicit review.,yes,Human-approved label.,human_reviewed
649929,"@SpotifyCares Not the first four times, seems back to normal after the fifth.",@274510 Alright. Give us a shout if it starts misbehaving again. We'll take a closer look /XF,other,other,auto_handle,Human-approved label recorded after explicit review.,yes,Human-approved label.,human_reviewed
399346,@SpotifyCares you have a great shuffle going on here...,@210413 Hi Alex! We’ve recently made some changes to our shuffle algorithm. We’d love to hear your feedback here: https://t.co/T3vZnSL3od /GT,other,complaint_feedback,auto_handle,Human-approved label recorded after explicit review.,yes,Human-approved label.,human_reviewed
667159,@SpotifyCares My Spotify account no longer has my playlists and has been downgraded to basic. Please fix ASAP.,@278990 Hey Nick! We've replied to your DM. Let's carry on chatting there /YM,account_access,account_access,escalate,Human-approved label recorded after explicit review.,partly,Human-approved label.,human_reviewed
2937793,@SpotifyCares Thanks. I've been doing that for months if not years now :-) I guess my taste is music is hard to categorize ;-),"@812076 We're glad you've mentioned this to us. No worries, your feedback matters, and this will be passed on to the right folks. Hopefully it’s more in tune with your tastes next week. Let us know if you have more questions! /MS",other,complaint_feedback,auto_handle,Human-approved label recorded after explicit review.,yes,Human-approved label.,human_reviewed
695456,"@115888 your 1.0.64.399 upgrade (from 1.0.63....) on Windows made all songs sound like shit. No more bass, just a lot of treble :(",@285880 Hey there! Can you try following the steps at https://t.co/VgOMG9xsiH? Any better? /AG,other,product_service_issue,escalate,Human-approved label recorded after explicit review.,partly,Human-approved label.,human_reviewed
